word,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49
and,0.009631683156213563,0.00229422577393592,0.0033199587168486334,-0.006929926537325708,-0.005305536714698329,-0.010963064256070442,0.003831170441015739,0.005266246948259672,-0.004963960014014667,0.0006955518071594246,0.0073218202106507145,-0.007226952793564637,-0.00428891731100554,-0.006125147114403434,-0.006665213484330179,-0.007276464347598016,0.001256372812713242,0.006709591943902119,-0.008129672671295303,0.009062493920123831,0.0006422517951179274,0.004842676884505057,-0.0056329976681523215,-0.007196134903624345,-0.004004012472667822,-0.006917404610914384,-0.008962522575893396,0.008724446619613932,-0.002483514007249249,0.0058080411651697875,0.008732152836338011,0.006516776861023304,-0.0018587372728418015,0.005222471480976699,0.003371560678857899,-0.005327699634999453,-0.005297209848626091,0.007226809278845333,-0.0007325105736449814,-0.004844837006153399,0.00928268685949923,0.005414450747935956,-0.004170463754203493,0.0072745791184103265,0.010414678796936397,-0.0024961660601242374,0.0016670110264073723,0.004251118289671991,-0.004948457376643915,0.0033913822907153013
dogs,-0.007721524646663576,0.0028564543730006417,0.006249265982002045,0.007704694674300932,-0.001978441652745011,-0.003469567386824221,-0.0017160272161276633,0.002173792179880564,0.004195269018176402,-0.012309486273730312,0.006392263047488225,-0.004716615924927062,-0.0004124380701229895,-0.007506036602344155,-0.008553920088587574,-0.0042802713034719875,-0.007224609668450139,0.003151031562289156,-0.002840360579372519,0.010876583805009492,0.0042283606405410755,-0.00789741659921025,-0.005835559524700822,0.010552589844901017,-0.0041539571981960115,0.006265007156310929,0.0021898575191803033,0.002759919701772539,0.00024066154891689648,-0.001233094978243798,-4.509392030303362e-06,0.006617136585712844,0.007175818596445829,-0.0024473584264216447,0.0057137054467976,-0.0037326255365156854,-0.008427495172393662,-0.006618297488426854,0.0015018206874315878,-0.002405664608457835,0.0014159504562490433,-0.0065861162350205555,0.0043159298649342575,-0.0029179961822986366,0.01094658531927495,-0.010702051087629795,0.00475797554551073,0.0031355069289054236,-0.0017739999914400707,-0.0058926376728720585
are,-0.00983722258480866,0.00445347768098262,0.0006336558942104576,0.0016114143273390415,0.0036779974663393553,-0.0033183245633000374,-0.008205080293138703,0.006086822113289618,-0.009039111232418585,-0.012360163624422382,-0.006196031763856016,0.005686966203381318,-0.003275584833073394,0.002963643198487032,0.006299070926186018,0.007711005286437927,0.00133801432744618,-0.009599893643268041,-0.0007163042547752308,0.00411343374534222,0.002657552718577989,0.0069487495970713825,-0.009007617057289646,-0.002782123975749227,-0.0022356743109022826,-0.002994887764812925,-0.001979104528379696,-0.006423479151390661,0.006834607133614506,-0.01183554296787006,0.008530530509523956,0.00478129742205698,-0.0036184111793014844,0.0021760333244323906,-0.005160404380582376,-0.0040334929714273835,0.0016244260133680812,0.009081826472205474,0.005407185072873374,0.003741769260457295,-0.0026936208111555606,0.01128393461129497,-0.004841526070684948,-0.0048925078979115836,-0.007228933580583433,-0.007004568321187506,0.006372943576861046,0.007382785179699731,0.0072221658535029,0.009204902296869284
pets,0.001338639028432559,0.009510376908391334,0.00395230474313671,0.008513413944004431,0.006816154756778747,0.005531652669670809,-0.004295080982415642,-0.0033201579414498866,-0.0013540027204165404,-0.009469808760845792,-0.0023634120988711813,0.009804731989522567,0.007420716658886851,0.002862096587721786,-0.006788761386580817,-0.00535519610616936,-0.006627625924937435,-0.0013335146441951261,-0.0005852612699218358,-0.0034095679607220267,0.0007211454340606394,-0.006632101620844759,0.00268636014036747,-0.0018408287289150944,0.002798840299749582,-0.002562964544595414,-0.008484444867396506,-0.0022968191207776404,0.006174192709136373,-0.007132594892256341,0.0030987227437845833,0.001652158701745511,0.0027177842506077737,-0.010290149912895353,-0.0023767060377785382,-0.008021976845894655,0.0014633789386265456,0.009455421278510555,0.011516313283503698,-0.008636454887245282,0.007345805875837969,-0.003408040053179905,0.00909605472216496,-0.004206688332554162,0.008445128775088994,-0.0031013364247421296,-0.009289994236991743,-0.003095244386865556,-0.008767398981790702,-0.0032596240116868026
machine,0.01033396005054528,0.009098531077280918,0.003387440890232698,0.007559876602724585,0.0011375649622759497,0.0072862104561756055,0.0035287075594804007,0.00029044461637584045,-0.006875661246007452,-0.009343133957591631,-0.007083795428428865,0.0008833354825981705,0.0016838327846331119,0.005373019861829309,0.0076337873314808995,0.00800539588109965,-0.0020415710254871435,0.0074288109561546104,-0.004577163817602592,0.0012357253683960199,-0.009911299332543044,0.008694548065448473,-0.004606242887603514,-0.0014764032679561363,-0.009157129523823753,0.005913076061778038,0.007516935460137814,0.008975487891119039,0.005812194160123596,0.0028176920012478565,0.009001650606223545,-0.0003517830568615509,0.005812406785008635,-0.0057740253747835795,-0.006644345876975212,-0.009691981192969932,0.0005796336052688722,0.008717699072598038,-0.006375103539581936,0.0019778806503472504,0.004886924141456902,-0.007907399748962965,0.006627962275827254,0.008371004463716705,0.002072225721308784,-0.00835404701808675,0.007519222548402559,0.006495523101115645,0.0026845143139245043,0.002368427876113451
learning,0.010421130331618995,-0.005632817335528304,0.000985607545797669,0.0024729034504908168,0.007006253991121214,0.004649823332563837,-0.007046308240173168,0.0025811407017903147,-0.002381205596867906,-0.012145417631103378,0.00866540559274625,-0.00920240115230758,0.006137442005242651,0.002396069859074421,-0.0018475034067304762,0.0009236830259571731,-0.008681730760962788,0.007299464225872391,-0.0010801872145245564,-0.0029922874650889966,-0.006314352077002436,-0.007653138257016121,-0.0034768675434485082,0.0027279086495424648,0.005755174502663759,0.0038805719741307554,-0.0029903770523596798,-0.003874486560771873,-0.00776040980829935,-0.0010290404820130301,-0.003173041897668497,-0.002893508388496292,-0.010861275967218689,0.000670454643526538,0.009915420705964887,-0.0006906002787577193,0.005732418593146772,-0.002330738028041646,0.009571703048882559,0.0037256126485202467,-0.006091491895833699,-0.0059896414634613895,0.00758196563153347,0.005998248104294951,0.0043124874289538085,-0.006698367557130552,-0.0005990686849583198,0.00443511108267272,1.2302418583901354e-05,0.005544364768085838
is,0.0027844258831110744,0.005422080912229843,0.007903864683706964,-0.0007192740125058371,0.007404647876521525,-0.001452396127428016,0.002940024877411588,0.00721359498945577,-0.00571949288447886,-0.008787381311599975,0.0095021981606851,-0.01052457013614805,-0.000838438075613046,0.0035355131606344117,-0.007745021037433954,-0.006321800394052878,0.002356396496751056,0.001716156610317538,0.0004822460211014637,-0.0054376119542403935,-0.00354529001102751,0.0051389376420887,-0.0020895758511019235,-0.0032750681459416528,-0.002560924151232626,0.004042945486347046,0.00044522291490366227,0.007815974047915312,0.0058776924465746005,0.004448519543350233,-0.004671294007251273,-0.0029897331486324796,0.00249420413007391,0.003953119220996358,0.00923452177197023,-0.006952425569398266,0.007842617965099517,0.010100276097694698,0.004023537405580468,0.0017953067289003507,0.0004605444951252386,0.002348877400456883,0.0009753826409840343,-0.0013702076869884176,-0.0025798233868224163,-0.0023237345490716658,0.004076008165211242,0.0014540709572189068,0.0030786611409847836,0.0005804181091632863
powerful,-0.004470208521988932,-0.0041935162902398794,-0.006661212955323566,0.008861531241466682,0.005724381836939973,-0.01122133021399543,0.0023312613626177256,0.004759982920345075,-0.0009563337381845869,-0.0013371451255425766,-0.0026857151064364534,-0.0003095896409332353,0.0003915477223786821,-0.011254956350983267,0.005019959723899274,0.008012560032646792,0.008234248900214194,0.0027609793285034165,-0.0005554170590519235,0.00783678892461448,-0.012054092752684813,-0.006500997309764579,0.006008778328873019,0.00488048321507539,-8.631732628297124e-05,0.007209632186615958,-0.007737929842204381,-0.007861970561273801,0.0029504345335426996,-0.004144167455652923,-0.0077943529557939146,0.010314832567778898,-0.004386883482165051,0.00981202920947597,0.005235071538324783,-0.004970317298600142,-0.004802512400306785,0.010817443844306733,-0.004582455801006227,-5.7555778400574256e-05,0.001047504192310539,0.006895479418011414,0.010346520953965082,-0.000424000597116572,0.0024853664216549745,0.005421918423102015,-0.009712696955404219,0.001392443280958349,0.00859468697858923,-5.8053155694142184e-05
word,-0.004575296649452263,0.0017837809204680353,0.006833922209218238,-0.0018116657854910765,0.005446152031286794,-0.007933165321925572,-0.00829628447918454,0.008457509382609675,0.006399957808230958,-0.001538545852777415,-0.005284298342544927,-0.0007968185200023858,0.00857707145919943,0.00968557608476793,-0.004688562744105183,-0.0075389167021879255,-0.006059939220200832,-0.004076873620955601,0.007950972042363127,0.005042680970150352,-0.009534170835300325,0.010099507828714962,0.007078695327899207,0.0028712979794713843,-0.0008417726269231403,0.006199367904873349,0.008436503520043584,-0.009045634878637045,-0.006256825854781092,-0.009539630929609338,-0.006694932132925554,0.006395486663345802,0.006503398723298919,-0.005434835269819766,0.00043017834221087246,-0.010254155733691988,-0.0017082446142352358,-0.0029000553157810657,0.008949327402276788,-0.0057985580878291325,0.0001258747132458839,-0.0014772616020490776,-0.0013446637354919487,0.008302646702991185,-0.004896423532911076,-0.009237278985729508,-0.0009398308110579904,-0.0004619777108098503,-0.0056938019770702356,0.007876093140826443
embeddings,0.010037339440634946,-0.0018285564307750591,-0.005869479173504342,0.0003429246076817004,0.005214730632556341,0.002590562467668901,0.007130081363537355,-0.009524116621000611,0.0024824491351060625,-0.003021815924779324,0.0011340797241555683,-0.0016598974665154105,-0.005224847901413663,-0.009286782146789364,0.000785299860166235,-0.003228841697573824,0.0008278404588277047,0.006460500477563117,0.001938516032329311,0.008635430544179134,-0.0004560970145740511,-0.0032517043793051587,-0.003325632721912341,-0.00316068016659261,0.007955641642234303,-0.010119790331096603,-0.0035682261006683273,-0.009107768982936625,-0.009246725602381054,0.006570357620249962,-0.0042739674768098555,0.010733721740599445,0.010137304528315882,-0.005129717573957092,0.003883123291650811,-0.002891797565717323,0.007693962442409725,0.006551122864785651,-0.005352266271086031,0.0071396069525414855,-0.006260448017158578,0.011418125060930194,-0.003923324410685529,-0.00330130547663722,-0.009174666150384272,-0.007112867822906463,0.0077997819007267705,-0.006108694236852735,-0.007194614466029036,-0.008983635278293324
represent,-0.008607878920257083,0.002083140240433933,0.0029797444881181174,0.00889497644209017,-0.0008324244920574083,-0.0030157296096694863,0.010021279022502775,-0.009219635031756929,-0.004190074655173657,-0.0014036085740837553,-0.001920018794168914,0.004663758208634334,-0.004827717657237839,-0.010646481280073533,0.0015615361950451635,-0.00035444445045972365,0.007245306898369708,-0.005814102464112885,0.010046906750052252,0.001318452062703616,-0.006090444113838322,0.0016312037215748892,-0.00417044376848156,0.009106919403212602,-0.009183244346277333,-0.009263016651789349,-0.0014357867599729252,-0.004180718352164126,0.009817056363410445,0.0008453532828991452,0.010198016224088172,0.0069835017857217616,0.003494216484719186,-0.0021716580647097197,-0.0062690443196439126,0.008007952003051341,-0.0007501378202689421,-0.004188634511377307,-0.000874585921424827,0.005681662690490659,-0.006096212947789623,0.010033108413620862,-0.006478863940631378,-0.010712672351598541,-0.007836584859352675,0.00559924402302436,-0.004636870169926531,-0.0014474298209125197,-0.0068645848758299354,-0.0005039664167755288
meaning,-0.006650821374939991,-0.0010667795730877432,-0.004131350407531365,-0.009971950131610957,0.008974632774143934,-0.00733706968863191,0.0017257772545401222,0.0009516627441231131,0.0054168943416995005,0.006847670391384608,-0.008081122646765885,-0.0034627842473160943,0.008252504151137954,-0.00011299927650127471,0.006765478695913818,-0.004318149325371946,-0.009260370060565102,0.00799786748912046,-0.003750098848692953,0.0033730972480220333,-0.006918127752422942,0.0067227491196823145,0.0033819002400676972,0.003962437381582543,-0.0024120610714408646,-0.001712039793296835,0.0022016278806165504,0.0037255999945320344,-0.007366058166239045,-0.009868886381653817,-0.008736823581686442,0.010385834997673702,-0.002430484771238013,-0.009637668591905695,0.0021797058747238924,-0.005660009845816483,-0.0035679027427574367,0.008356955333335171,0.009371801786875446,0.011225972871977047,-0.002983254916164356,-0.0033266430347077642,-0.007840479943800216,0.009172005256052098,-0.006393614789386461,0.006597033926206873,0.008250335829107627,-0.0009129686069333722,-0.006044105863778684,-0.005582448804969758
